-1.00E-08	-8.73E-01	-1.00E-08	-8.73E-01
-6.00E-09	-7.14E-01	-6.94E-09	-7.14E-01
-3.08E-09	-5.56E-01	-3.68E-09	-5.56E-01
-1.34E-09	-3.97E-01	-1.62E-09	-3.97E-01
-4.67E-10	-2.38E-01	-5.31E-10	-2.38E-01
-9.84E-11	-7.94E-02	-9.82E-11	-7.94E-02
3.29E-10	7.94E-02	4.41E-10	7.94E-02
1.63E-09	2.38E-01	2.45E-09	2.38E-01
3.68E-09	3.97E-01	5.75E-09	3.97E-01
6.24E-09	5.56E-01	9.63E-09	5.56E-01
9.99E-09	7.14E-01	1.00E-08	7.14E-01
1.00E-08	8.73E-01	1.00E-08	8.73E-01

